Station,Date,Wind Spd (mph),Temp (°F),Daily Max Temp (°F),Max RH (%),Soil Moist (%),Soil Temp (°F)
621Line-I-80 Gravel Pit,3/2/24,8.6,23,28.9,98,6.1,34.8
MUL1296-Markleeville,3/2/24,4.8,26.4,32.2,96,21.6,35.1
TPZ1261-Eastside Lane,3/2/24,12.8,28.9,37,96,10,36
MEY3300-Tolteca,3/2/24,5.8,21.1,28.4,92,,32
TAH-5201 Lake Forest,3/2/24,4.3,21.2,27,97,22.5,33.7
Tahoe-7300 Sugar Pine Point,3/2/24,1.2,21.3,27.4,96,17.4,33.2
SMP8700-Firecamp,3/2/24,2.2,22.8,29,94,,32
TAH5201-Fairway,3/2/24,6.8,21.1,27.1,100,,32
TPZ1261 Cunningham,3/2/24,12.3,29,35.8,96,,32
MUL1296-Sorensens,3/2/24,5.1,20.5,,91,,32
POR32 4th Avenue,3/2/24,1.6,24.8,30.6,98,29,36.7
GLS7600-Walden,3/1/24,5.1,25.9,,100,34.6,33.4
TAH7300-DL Bliss,3/1/24,7.2,27.5,29.4,97,8.8,32.9
BKY4201-Summit,3/1/24,4.5,,,100,23.5,33.8
TPZ1261–Park Ranch,3/1/24,11.4,39.8,45.4,95,11.5,41.7
TPZ1261-Walker,3/1/24,11.9,36.3,41.8,96,15.9,40.6
SQV8200-Squaw Valley,3/1/24,2.2,28.1,29.3,98,41.5,32.1
CEM41-Garbage Pit Rd,3/1/24,14.7,33.6,37.8,98,13,39.5
CAL204-Dog Valley,3/1/24,5.9,33.7,38,96,35.4,39.4
TRK7203-Northstar Golf Course,3/1/24,11.8,29.8,32.3,98,44.2,34.9
Hobart Sub,3/1/24,0,29.9,31.6,100,20.8,34.5
SRB51-Smithneck Rd,3/1/24,8.7,32.8,36.6,100,50.4,42.7
STL3101 Ledge Ct.,3/1/24,6.6,27.3,29.9,98,6.3,33.3
7400-Glenshire,3/1/24,2.7,29.8,31.3,98,6.4,35.8
WSH201-Floriston,3/1/24,13,32,35,98,20.7,35.9
Washoe204-Fariad,3/1/24,14.6,32.3,34.8,100,8.5,33.8
MEY3400-Camp Richardson,3/1/24,10.7,29.8,32.2,100,15.2,34.8
MEY3500-STPD Office,3/1/24,2.8,30.2,32.5,98,19.7,37.2
621Line-I-80 Gravel Pit,3/1/24,6.5,30.4,32,98,6.3,35.1
MUL1296-Markleeville,3/1/24,5.2,34.7,38.4,96,23.9,36.7
TPZ1261-Eastside Lane,3/1/24,12.9,36.4,41.4,95,11,39.7
MEY3300-Tolteca,3/1/24,5.5,28.7,31,93,,32
TAH-5201 Lake Forest,3/1/24,4.5,28.6,30.4,98,23,33.6
Tahoe-7300 Sugar Pine Point,3/1/24,0.6,29,31,97,18.8,33.3
SMP8700-Firecamp,3/1/24,2.1,30.3,32.1,95,,32
TAH5201-Fairway,3/1/24,6.7,28.5,29.9,100,,32
TPZ1261 Cunningham,3/1/24,9,37.4,42.3,92,,32
MUL1296-Sorensens,3/1/24,4.4,29,,91,,32
POR32 4th Avenue,3/1/24,3.3,31.6,,99,26.6,38.8
TAH7300-DL Bliss,2/29/24,6,33,38.1,97,9,32.8
BKY4201-Summit,2/29/24,5.1,,,100,23.7,33.8
TPZ1261–Park Ranch,2/29/24,16.8,49.4,54.6,71,9.7,45.3
TPZ1261-Walker,2/29/24,18.6,45.5,51.7,78,12,44.5
SQV8200-Squaw Valley,2/29/24,7.4,34,39.1,98,41.4,32.1
CEM41-Garbage Pit Rd,2/29/24,14.2,40.6,44.3,87,12.9,44
CAL204-Dog Valley,2/29/24,8,41.3,46.6,90,16.7,42.9
TRK7203-Northstar Golf Course,2/29/24,14.8,36.8,41.8,97,44.3,37.4
Hobart Sub,2/29/24,4.6,35,39.7,100,21.5,35.1
SRB51-Smithneck Rd,2/29/24,9.9,39.6,43.6,90,50.4,44.2
STL3101 Ledge Ct.,2/29/24,5.7,32.8,38.3,98,6.9,33.4
7400-Glenshire,2/29/24,4.8,36.4,41,97,5.9,36.9
WSH201-Floriston,2/29/24,14.2,40.3,45.4,88,15.4,42.6
Washoe204-Fariad,2/29/24,19,40.7,45.6,100,6.3,38.7
MEY3400-Camp Richardson,2/29/24,10.3,35,40.4,100,14.7,35.4
MEY3500-STPD Office,2/29/24,3.6,35.7,40.2,97,17.3,40.1
621Line-I-80 Gravel Pit,2/29/24,10,37,42.1,95,6.1,39.3
MUL1296-Markleeville,2/29/24,6.8,39.5,44.7,94,17.2,40.3
TPZ1261-Eastside Lane,2/29/24,19.2,44.5,51.2,77,6.8,47.4
MEY3300-Tolteca,2/29/24,5.7,34,39.1,92,,32
TAH-5201 Lake Forest,2/29/24,4.2,33.8,38.8,98,24.4,33.6
Tahoe-7300 Sugar Pine Point,2/29/24,1.6,34,38.6,97,21.6,33.4
SMP8700-Firecamp,2/29/24,3.3,35,39.7,95,,32
TAH5201-Fairway,2/29/24,7.3,33.9,39,97,,32
TPZ1261 Cunningham,2/29/24,16.2,46.6,52.4,71,,32
MUL1296-Sorensens,2/29/24,3.9,33.5,,90,,32
POR32 4th Avenue,2/29/24,4.7,38.4,43.6,95,23.9,42.6
GLS7600-Walden,2/28/24,1,36.5,46.9,80,35.6,33.2
TAH7300-DL Bliss,2/28/24,1.5,37,45.6,78,9.2,32.8
BKY4201-Summit,2/28/24,2.7,,,100,23.3,33.8
TPZ1261–Park Ranch,2/28/24,4.6,45.1,62.3,82,9.8,43.5
TPZ1261-Walker,2/28/24,4.4,42.3,58.8,77,12.2,43.5
SQV8200-Squaw Valley,2/28/24,4.4,34.4,46.6,93,41.4,32.2
CEM41-Garbage Pit Rd,2/28/24,4.6,39.4,55.9,85,8.9,44.7
CAL204-Dog Valley,2/28/24,3.6,41.4,56.8,77,13.7,41.6
TRK7203-Northstar Golf Course,2/28/24,4.7,34.8,48.8,94,44.4,37.6
Hobart Sub,2/28/24,1.8,34.4,50.1,100,20.5,34.9
SRB51-Smithneck Rd,2/28/24,4.3,39,54.3,79,50.3,44
STL3101 Ledge Ct.,2/28/24,1.5,36,48.7,82,8.3,33.3
7400-Glenshire,2/28/24,2.3,35.4,50.3,94,5.5,36.3
WSH201-Floriston,2/28/24,3.9,39.8,54.6,79,15,44.6
Washoe204-Fariad,2/28/24,8.6,41.1,55.8,81,4.4,37.4
